incident_administrative_unit,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_type,calfire_incident,mean_temperature,Population,incident_days,month_extinguished
CAL FIRE Madera-Mariposa-Merced Unit ,Mariposa,125.0,-120.30046,37.62823,Unknown,True,15.754569,17130,149.0,1
Yosemite National Forest,Mariposa,8094.0,-119.618,37.644,Unknown,False,7.8708215,17130,161.0,1
Yosemite National Park ,Mariposa,7000.0,-119.598,37.538,Unknown,False,11.69544,17130,148.0,1
CAL FIRE Riverside Unit,Riverside,600.0,-116.88066,33.95036,Unknown,True,17.440523,2429487,148.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,17.0,-121.5935,40.92602,Unknown,True,10.428588,181852,145.0,1
CAL FIRE Riverside Unit,Riverside,168.0,-117.00258,33.87679,Unknown,True,18.964739,2429487,143.0,1
Unified Command: CAL FIRE Nevada-Yuba-Placer Unit/Beale Air Force Base,Yuba,867.0,-121.32957,39.1234,Unknown,True,16.972525,81705,142.0,1
Plumas National Forest,Plumas,186.0,-120.89746,39.9864,Unknown,False,9.333165,19650,142.0,1
Klamath National Forest,Siskiyou,78698.0,-123.474,41.841,Unknown,False,9.16987,44049,147.0,1
Inyo National Forest,Tulare,2295.0,-118.296,36.257,Unknown,False,8.087008,473446,160.0,1
CAL FIRE San Diego Unit,San Diego,200.0,-116.42907,32.65003,Unknown,True,17.973515,3289701,141.0,1
Six Rivers National Forest,Siskiyou,3142.0,-123.676,41.853,Unknown,False,8.585962,44049,155.0,1
Modoc National Forest,Modoc,7697.0,-120.321,41.466,Unknown,False,8.318589,8651,159.0,1
California National Guard,Alameda,200.0,-121.90516,37.72543,Unknown,False,15.190983,1663823,140.0,1
CAL FIRE / Fresno County Fire,Fresno,31.0,-120.443545,36.099681,Unknown,True,18.26147,1008280,139.0,1
CAL FIRE San Diego Unit,San Diego,62.0,-116.46989,33.20988,Unknown,True,16.67964,3289701,136.0,1
CAL FIRE Lassen-Modoc Unit,Lassen,157.0,-120.48641,40.80968,Unknown,True,6.796457,31873,136.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,40.0,-122.70449,40.29831,Unknown,True,14.886554,65484,136.0,1
CAL FIRE / Fresno County Fire,Fresno,111.0,-119.43376,36.93332,Unknown,True,16.098127,1008280,136.0,1
CAL FIRE Santa Clara Unit,Alameda,44.0,-121.56425,37.56181,Unknown,True,15.389348,1663823,135.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,18.0,-122.71998,38.26294,Unknown,True,14.431243,488436,135.0,1
CAL FIRE / USFS - Cleveland National Forest,Riverside,46.0,-117.3968,33.6444,Unknown,False,17.460453,2429487,135.0,1
CAL FIRE / Fresno County Fire,Fresno,69.0,-119.28241,36.7279,Unknown,True,15.734229,1008280,135.0,1
Shasta Trinity National Forest,Humboldt,40.0,-123.63721,41.02705,Unknown,False,13.775229,136132,134.0,1
CAL FIRE Amador-El Dorado Unit,Amador,10.0,-120.72274,38.34421,Unknown,True,14.437609,40577,134.0,1
CAL FIRE Tulare Unit / USFS - Sequoia National Forest,Tulare,36556.0,-118.74103,36.15356,Unknown,False,15.024698,473446,133.0,1
Shasta-Trinity National Forest,Siskiyou,54.0,-122.27499,41.222,Unknown,False,12.079778,44049,134.0,1
CAL FIRE / Butte County Fire,Butte,4016.0,-121.30209,39.57701,Unknown,True,15.052883,213605,366.0,8
USFS - Sierra National Forest,Madera,12407.0,-119.64622,37.44663,Unknown,False,12.53693,157243,133.0,1
Bureau of Land Mangement ,Lassen,6042.0,-120.22215,40.43962,Unknown,False,8.655847,31873,133.0,1
CAL FIRE Siskiyou Unit,Siskiyou,55.0,-121.90077,41.99483,Unknown,True,6.8330493,44049,133.0,1
Bureau of Land Management - Owens Valley District ,Mono,8925.0,-119.55425,38.655,Unknown,False,7.8154755,13219,133.0,1
CAL FIRE Lassen-Modoc Unit,Modoc,28.0,-120.36659,41.4844,Unknown,True,6.073651,8651,132.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,392.0,-121.12004,39.34292,Unknown,True,15.656539,102322,132.0,1
CAL FIRE Lassen-Modoc Unit,Modoc,27.0,-120.31814,41.64469,Unknown,True,3.8221757,8651,132.0,1
CAL FIRE Fresno-Kings Unit,Fresno,102.0,-120.32685,36.36113,Unknown,True,17.837667,1008280,132.0,1
CAL FIRE/Humboldt-Del Norte Unit,Humboldt,34.0,-123.64214,40.03697,Unknown,True,9.650526,136132,131.0,1
Shasta-Trinity National Forest,Trinity,21846.0,-123.10003,40.76025,Unknown,False,12.841743,15889,132.0,1
Los Angeles County Fire,Los Angeles,30.0,-118.62882,34.52055,Unknown,False,16.789902,9936690,203.0,3
CAL FIRE San Diego Unit,San Diego,130.0,-116.76997,32.6001,Unknown,True,19.441982,3289701,130.0,1
Stanislaus National Forest,Stanislaus,5247.0,-119.782,38.329,Unknown,False,5.210062,552063,162.0,1
CAL FIRE / Riverside County Fire,Riverside,34.0,-117.33364,33.73547,Unknown,True,17.810091,2429487,121.0,1
Stanislaus National Forest ,Stanislaus,1749.0,-119.941,38.12,Unknown,False,8.03178,552063,128.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,25.0,-122.02525,40.71923,Unknown,True,13.617354,181852,130.0,1
Sequoia National Forest,Kern,1319.0,-118.406,35.76,Unknown,False,15.501201,906883,130.0,1
"LA City, Burbank Fire Department",Los Angeles,7194.0,-118.2674,34.22957,Unknown,False,18.784672,9936690,130.0,1
CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest,Madera,1037.0,-119.48067,37.21616,Unknown,True,14.29922,157243,128.0,1
CAL FIRE Fresno-Kings Unit,Fresno,100.0,-120.52189,36.09486,Unknown,True,15.926648,1008280,128.0,1
CAL FIRE Riverside Unit,Riverside,3800.0,-117.09984,33.97471,Unknown,True,18.675419,2429487,129.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,120.0,-120.50886,35.31886,Unknown,True,15.723133,281712,128.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,21.0,-122.49327,39.01748,Unknown,True,14.20023,68024,126.0,1
Plumas National Forest,Plumas,79.0,-120.9204,40.13278,Unknown,True,8.174648,19650,128.0,1
CAL FIRE Santa Clara Unit/Gilroy Fire Dept,Santa Clara,100.0,-121.59899,36.99092,Unknown,True,14.469614,1916831,128.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,680.0,-119.83556,37.37397,Unknown,True,16.949036,17130,128.0,1
BLM Northern California District ,Lassen,18618.0,-119.93499,40.69573,Unknown,False,6.8053327,31873,132.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,25.0,-121.04445,35.76343,Unknown,True,14.775915,281712,108.0,1
Shasta-Trinity National Forest ,Siskiyou,54.0,-122.292,41.222,Unknown,False,9.073012,44049,134.0,1
Shasta-Trinity National Forest,Trinity,32.0,-123.375,40.804,Unknown,False,12.202684,15889,160.0,1
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,39.0,-120.504134,37.896778,Unknown,True,11.310051,54993,188.0,3
CAL FIRE / San Diego County Fire Authority ,San Diego,25.0,-116.61609,32.59252,Unknown,True,17.6968,3289701,124.0,1
Yosemite National Park,Mariposa,0.0,-119.78256,37.73596,Unknown,False,6.646917,17130,124.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,74.0,-120.56068,35.5956,Unknown,True,14.204642,281712,105.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,43.0,-120.87609,36.17297,Unknown,True,14.996184,437609,120.0,1
Plumas National Forest ,Plumas,2575.0,-120.75485,39.75312,Unknown,False,4.1161222,19650,126.0,1
CAL FIRE / Fresno County Fire,Fresno,10.0,-119.32109,37.10067,Unknown,True,9.396526,1008280,120.0,1
Mendocino National Forest,Lake,200.0,-122.85194,39.44543,Unknown,False,11.405621,68024,119.0,1
CAL FIRE / Butte County Fire,Butte,143.0,-121.56858,40.07613,Unknown,True,8.187554,213605,103.0,1
Rogue River-Siskiyou National Forest,Siskiyou,39715.0,-123.218,42.039,Unknown,False,8.299397,44049,148.0,1
CAL FIRE San Mateo-Santa Cruz Unit ,San Mateo,50.0,-122.3001,37.41591,Unknown,True,11.286625,754250,120.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,900.0,-121.81623,40.98352,Unknown,True,9.58664,181852,120.0,1
Six Rivers National Forest,Del Norte,40.0,-124.01168,41.98128,Unknown,False,9.133959,27462,119.0,1
CAL FIRE/Butte County Fire,Butte,12.0,-121.60683,39.44257,Unknown,True,14.226916,213605,119.0,1
USFS - Mendocino National Forest,Lake,58.0,-123.03344,39.42604,Unknown,False,10.375551,68024,119.0,1
Shasta Trinity National Forest,Trinity,13417.0,-123.03583,40.2275,Unknown,False,8.465837,15889,119.0,1
CAL FIRE Amador-El Dorado Unit,El Dorado,136.0,-120.915,38.5758,Unknown,True,13.523666,191713,114.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Madera,483.0,-120.015509,37.14624,Unknown,True,18.235485,157243,113.0,1
CAL FIRE Mendocino Unit,Mendocino,146.0,-123.1362,39.02482,Unknown,True,13.195995,91145,112.0,1
Unified Command: Alameda County Fireand CAL FIRE Santa Clara Unit,Alameda,155.0,-121.49925,37.63358,Unknown,True,13.15363,1663823,198.0,4
CAL FIRE Fresno-Kings Unit,Fresno,237.0,-120.31598,36.24653,Unknown,True,16.083092,1008280,112.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Madera,48.0,-120.90462,36.94652,Unknown,True,15.243068,157243,111.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,245.0,-120.39387,35.12269,Unknown,True,17.036581,281712,111.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,10.0,-120.15846,37.76888,Unknown,True,10.987354,17130,111.0,1
CAL FIRE / Butte County Fire,Butte,28.0,-121.7127,39.8255,Unknown,True,12.918758,213605,106.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Solano,55.0,-122.0041,38.4446,Unknown,True,14.461384,450995,108.0,1
Wheatland Fire Protection District ,Yuba,26.0,-121.40947,39.03168,Unknown,True,13.235148,81705,105.0,1
Oakland City Fire Department,Alameda,22.0,-122.169,37.77982,Unknown,False,13.137135,1663823,105.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,105.0,-120.65279,35.3024,Unknown,True,15.383507,281712,105.0,1
CAL FIRE Riverside / USFS / Orange County Fire Authority / Anaheim Fire / Corona Fire Department,Orange,2662.0,-117.68598,33.8668,Unknown,True,18.218601,3175227,184.0,3
USFS - Sequoia National Forest,Tulare,18900.0,-118.48555,36.27138,Unknown,False,5.097103,473446,104.0,1
Santa Barbara County Fire,Santa Barbara,444.0,-120.4393,34.67403,Unknown,True,15.733898,445213,102.0,1
Kern County Fire,Kern,40.0,-118.46734,35.59302,Unknown,True,14.674302,906883,102.0,1
CAL FIRE / Riverside County Fire,Riverside,35.0,-117.10301,33.74925,Unknown,True,17.512812,2429487,102.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Solano,100.0,-121.97233,38.43658,Unknown,True,14.048271,450995,99.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,17.0,-119.87465,37.41231,Unknown,True,12.204508,17130,98.0,1
CAL FIRE Tehama-Glenn Unit ,Tehama,20.0,-122.24731,40.20077,Unknown,True,12.244584,65484,98.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,87.0,-122.576,39.15016,Unknown,True,12.754547,68024,95.0,1
CAL FIRE Shasta-Trintiy Unit,Shasta,40.0,-122.24199,40.70627,Unknown,True,12.4198885,181852,93.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,20.0,-123.24713,38.51937,Unknown,True,13.890632,488436,94.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,10.0,-122.255,40.24789,Unknown,True,11.709838,65484,93.0,1
CAL FIRE Humboldt-Del Norte Unit,Humboldt,20.0,-123.96844,40.88516,Unknown,True,8.832472,136132,93.0,1
CAL FIRE Butte Unit,Butte,8500.0,-121.52966,39.62496,Unknown,True,16.02416,213605,124.0,2
CAL FIRE Sonoma-Lake-Napa Unit,"Napa, Solano",51624.0,-122.24367,38.39206,Wildfire,True,14.883571,588379,123.0,2
CAL FIRE Sonoma-Lake-Napa Unit,"Napa, Sonoma",36807.0,-122.62879,38.60895,Wildfire,True,15.628445,625820,124.0,2
CAL FIRE Sonoma-Lake-Napa Unit,"Napa, Sonoma",44573.0,-122.5209,38.4041,Wildfire,True,14.988308,625820,123.0,2
CAL FIRE Sonoma-Lake-Napa Unit,Napa,8283.0,-122.39052,38.31802,Unknown,True,14.224218,137384,93.0,1
CAL FIRE/Butte County Fire,Butte,6151.0,-121.40613,39.39455,Unknown,True,11.663049,213605,123.0,2
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,9989.0,-121.4021,39.32198,Wildfire,True,17.246431,81705,124.0,2
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,76.0,-121.08406,39.19325,Unknown,True,10.280081,102322,123.0,2
CAL FIRE Mendocinio Unit,Mendocino,36523.0,-123.16635,39.24873,Wildfire,True,13.465239,91145,124.0,2
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,130.0,-120.52953,38.40234,Unknown,True,10.422645,45674,92.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,1660.0,-122.47301,38.14242,Unknown,True,15.069955,488436,92.0,1
Los Padres National Forest,San Luis Obispo,45.0,-120.44448,35.28738,Unknown,False,14.975083,281712,92.0,1
Kern County Fire ,Kern,50.0,-118.56578,35.21556,Unknown,True,12.49722,906883,75.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,2207.0,-122.64543,39.01387,Unknown,True,16.022326,68024,123.0,2
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,821.0,-121.12792,39.24549,Wildfire,True,15.489073,102322,124.0,2
CAL FIRE/Butte County Fire,Butte,150.0,-121.67261,39.74679,Unknown,True,11.869805,213605,92.0,1
"Unified Command: CAL FIRE, Orange County, Anaheim City and Orange City",Orange,9217.0,-117.70975,33.87041,Unknown,True,17.156445,3175227,178.0,4
Cleveland National Forest,Riverside,866.0,-117.34192,33.60247,Unknown,True,13.951204,2429487,75.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,194.0,-121.91425,40.02261,Unknown,True,11.127221,65484,75.0,1
CAL FIRE Fresno-Kings Unit,Fresno,58.0,-119.2288,36.7528,Unknown,True,13.455364,1008280,90.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,17357.0,-122.90939,38.76549,Unknown,True,15.245499,488436,123.0,2
CAL FIRE San Mateo-Santa Cruz Unit ,Santa Cruz,391.0,-122.07012,37.18356,Unknown,True,12.404785,268571,85.0,1
Angeles National Forest,Los Angeles,50.0,-118.05545,34.22551,Unknown,False,8.943877,9936690,84.0,1
Six Rivers National Forest,Trinity,148.0,-123.51619,40.46836,Unknown,False,8.554672,15889,87.0,1
Kern County Fire Department,Kern,183.0,-118.76152,35.19008,Unknown,True,14.710509,906883,89.0,1
CAL FIRE San Diego Unit,San Diego,25.0,-116.50897,33.18716,Unknown,True,14.455816,3289701,86.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,19.0,-121.13737,39.06414,Unknown,True,11.6373625,102322,91.0,1
USFS - El Dorado National Forest,El Dorado,29.0,-120.46234,38.77921,Unknown,False,9.770599,191713,91.0,1
CAL FIRE/ Riverside County Fire,Riverside,23.0,-117.02132,33.50488,Unknown,True,17.507317,2429487,91.0,1
Unified Command: CAL FIRE / San Bernardino County Fire,San Bernardino,34.0,-117.40625,34.21829,Unknown,True,14.751729,2180563,35.0,1
San Bernardino County Fire,San Bernardino,260.0,-117.33334,34.16564,Unknown,True,15.94123,2180563,35.0,1
CAL FIRE/Riverside County Fire,Riverside,50.0,-117.00589,33.8826,Unknown,True,16.265657,2429487,78.0,1
San Bernardino County Fire and Rancho Cucamonga Fire District,San Bernardino,40.0,-117.4982,34.13534,Unknown,False,17.610893,2180563,77.0,1
Kern County Fire,Kern,184.0,-118.701,35.3091,Unknown,True,12.971726,906883,170.0,4
CAL FIRE San Luis Obispo Unit,San Luis Obispo,73.0,-120.96514,35.78616,Unknown,True,13.849827,281712,88.0,1
USFS - El Dorado National Forest,El Dorado,426.0,-120.287,38.848,Unknown,False,4.288116,191713,88.0,1
CAL FIRE Sonoma Lake Napa Unit,Lake,100.0,-122.57487,39.0199,Unknown,True,11.7322645,68024,87.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,100.0,-122.58152,38.46123,Unknown,True,9.66407,488436,173.0,4
CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,0.0,-122.64001,38.36685,Unknown,True,11.999576,488436,92.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,31.0,-121.80377,36.5858,Unknown,True,13.561504,437609,86.0,1
CAL FIRE Santa Clara Unit,Alameda,116.0,-121.85663,37.7393,Unknown,True,11.262367,1663823,84.0,1
DOD - Camp Pendleton,San Diego,1088.0,-117.402445,33.402411,Unknown,False,16.970972,3289701,84.0,1
CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,13.0,-120.84748,37.89532,Unknown,True,12.275988,552063,83.0,1
"Unified Command: CAL FIRE, Los Angeles County Fire, Ventura County Fire, Los Angeles County Sheriff's Office, and Ventura County Sheriff's Office",Los Angeles,6049.0,-118.58188,34.45283,Unknown,True,15.119352,9936690,44.0,1
Angeles National Forest,Los Angeles,15619.0,-118.35863,34.31283,Unknown,False,17.395956,9936690,244.0,8
US Forest Service - Los Padres National Forest ,"Santa Barbara, Ventura",281893.0,-119.09124,34.41521,Wildfire,True,16.670176,1287222,39.0,1
CAL FIRE/Riverside County Fire and Riverside City Fire Department ,Riverside,40.0,-117.4764,33.96514,Unknown,True,15.612688,2429487,36.0,1
CAL FIRE Tehama-Glenn Unit ,Tehama,43.0,-122.28165,39.81517,Unknown,True,11.020048,65484,68.0,1
Humboldt - Toiyabe National Forest,Mono,370.0,-119.48284,38.46111,Unknown,False,1.0407327,13219,57.0,1
Camp Pendleton - Cleveland National Forest,San Diego,81.0,-117.46709,33.38613,Unknown,False,17.88703,3289701,88.0,1
CAL FIRE / Riverside County Fire,Riverside,40.0,-116.50151,33.90327,Unknown,True,17.990309,2429487,56.0,1
Ventura County Fire,Ventura,86.0,-119.30918,34.34949,Unknown,True,15.440205,842009,77.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,21.0,-120.00353,35.41112,Unknown,True,12.604976,281712,81.0,1
CAL FIRE San Benito-Monterey Unit,San Benito,47.0,-121.00391,36.38109,Unknown,True,12.644741,64753,45.0,1
CAL FIRE San Diego Unit,San Diego,100.0,-116.37345,32.64962,Unknown,True,14.758981,3289701,80.0,1
CAL FIRE San Bernardino Unit,San Bernardino,99.0,-116.940661,34.035344,Unknown,True,11.014452,2180563,41.0,1
CAL FIRE San Diego Unit,San Diego,4088.0,-117.163,33.3237,Unknown,True,18.076223,3289701,33.0,1
Murrieta Fire,Riverside,300.0,-117.14979,33.59257,Unknown,False,13.615177,2429487,33.0,1
CAL FIRE/Riverside County Fire Department,Riverside,19.0,-116.91023,33.88994,Unknown,True,13.862104,2429487,27.0,1
Los Angeles City Fire,Los Angeles,422.0,-118.48178,34.09454,Unknown,False,13.703713,9936690,48.0,1
Santa Barbara County Fire,Santa Barbara,14.0,-120.27077,34.71796,Wildfire,True,14.372808,445213,24.0,1
Santa Barbara County Fire,Santa Barbara,14.0,-120.414875,34.605358,Wildfire,True,13.5838375,445213,26.0,1
City of Riverside Fire Department,Riverside,45.0,-117.38417,33.9885,Wildfire,False,17.508698,2429487,19.0,1
Bureau of Indian Affairs,El Dorado,80.0,-119.61865,38.869036,Wildfire,False,7.2791257,191713,12.0,1
Fort Hunter Liggett Military Base,Monterey,50.0,-121.28185,35.96689,Unknown,False,17.259912,437609,330.0,1
Unified Command: CAL FIRE San Bernardino Unit and Inyo County Sheriff's Office,Inyo,2070.0,-118.50235,37.40208,Unknown,True,17.787243,18829,319.0,1
CAL FIRE Santa Clara Unit,Alameda,12.0,-121.6039,37.73835,Unknown,True,17.99759,1663823,235.0,1
CAL FIRE / Riverside County Fire,Riverside,1261.0,-117.05992,33.62924,Unknown,True,19.875872,2429487,232.0,1
CAL FIRE/Riverside County Fire Department,Riverside,15.0,-116.164058,33.711263,Unknown,True,28.480158,2429487,263.0,1
Channel Islands National Park,Santa Barbara,258.0,-119.76576,34.0232,Unknown,False,14.752533,445213,282.0,1
CAL FIRE Shasta Trinity Unit,Shasta,11.0,-121.77419,40.4635,Unknown,True,15.37304,181852,282.0,1
CAL FIRE / Riverside County Fire,Riverside,21.0,-117.48144,33.86439,Unknown,True,20.913927,2429487,269.0,1
CAL FIRE San Diego Unit,San Diego,12.0,-116.58759,33.12213,Unknown,True,15.211233,3289701,239.0,1
CAL FIRE Siskiyou Unit,Siskiyou,127.0,-122.48556,41.65935,Unknown,True,15.843059,44049,240.0,1
CAL FIRE/Riverside County Fire Department,Riverside,18.0,-117.16232,33.88744,Unknown,True,20.118177,2429487,256.0,1
USFS - Plumas National Forest,Plumas,20.0,-120.18499,39.89075,Unknown,False,11.6008835,19650,253.0,1
Santa Barbara County Fire,Santa Barbara,60.0,-120.18236,34.74245,Unknown,True,17.42899,445213,232.0,1
Unified Command: CAL FIRE and Camp Pendleton Fire,San Diego,18.0,-117.27467,33.40178,Unknown,False,19.668823,3289701,240.0,1
Department of Defense - Camp Pendleton ,San Diego,300.0,-117.502405,33.389425,Unknown,False,19.196291,3289701,245.0,1
CAL FIRE Madera-Mariposa-Merced Unit ,Merced,1756.0,-120.77206,36.85156,Unknown,True,21.359125,282290,247.0,1
CAL FIRE/ Riverside County Fire,Riverside,70.0,-117.148204,33.504964,Unknown,True,19.652786,2429487,245.0,1
CAL FIRE/ Riverside County Fire,Riverside,15.0,-117.003829,33.467999,Unknown,True,19.147013,2429487,245.0,1
"Unified Command: CAL FIRE San Bernardino Unit, Cal Trans, and Inyo County Sheriff's Office",Inyo,1065.0,-118.08449,36.71537,Unknown,True,18.831734,18829,259.0,1
USFS - Shasta-Trinity National Forest,Humboldt,0.0,-123.55012,40.70258,Unknown,False,14.892586,136132,254.0,1
CAL FIRE / Riverside County Fire,Riverside,73.0,-117.32281,33.67815,Unknown,True,21.673182,2429487,251.0,1
CAL FIRE Tulare Unit,Tulare,26.0,-118.9821,35.826333,Unknown,True,21.960173,473446,231.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,103.0,-122.21032,40.31759,Unknown,True,20.72371,65484,231.0,1
CAL FIRE Siskiyou Unit,Siskiyou,27.0,-122.513883,41.791859,Unknown,True,15.233273,44049,230.0,1
CAL FIRE Mariposa-Madera-Merced Unit,Merced,88.0,-121.01638,37.056944,Unknown,True,19.468626,282290,229.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Napa,12.0,-122.23059,38.16303,Unknown,True,16.1384,137384,228.0,1
CAL FIRE San Diego Unit,San Diego,59.0,-117.03134,33.35505,Unknown,True,19.738924,3289701,227.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Madera,56.0,-119.75307,37.0979,Unknown,True,20.780214,157243,226.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,100.0,-120.12441,35.56922,Unknown,True,19.180439,281712,225.0,1
CAL FIRE Fresno-Kings Unit,Fresno,108.0,-119.42172,36.75581,Unknown,True,21.105669,1008280,223.0,1
CAL FIRE Santa Clara Unit,Santa Clara,16.0,-121.76828,37.21803,Unknown,True,17.38386,1916831,222.0,1
CAL FIRE / Riverside County Fire,Riverside,10.0,-116.10231,33.53924,Unknown,True,28.559643,2429487,221.0,1
CAL FIRE Tehama-Glenn Unit,Glenn,75.0,-122.58666,39.65578,Unknown,True,20.416943,28657,221.0,1
