incident_administrative_unit,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_type,calfire_incident,mean_temperature,Population,incident_days,month_extinguished
CAL FIRE San Bernardino Unit,San Bernardino,12.0,-117.35606,34.171786,Unknown,True,20.802505,2180563,175.0,1
USFS Sierra National Forest ,Mariposa,96901.0,-119.88581,37.6549,Unknown,False,18.027021,17130,175.0,1
Kern County Fire Department,Kern,62.0,-118.87881,34.86022,Unknown,True,17.472242,906883,180.0,1
CAL FIRE Butte Unit,Butte,11.0,-121.51772,39.66492,Unknown,True,18.553095,213605,178.0,1
Unitied Command: CAL FIRE & San Jose City Fire Department,Santa Clara,70.0,-121.79189,37.22545,Unknown,True,16.71833,1916831,178.0,1
CAL FIRE Santa Clara Unit,Santa Clara,51.0,-121.702547,37.163594,Unknown,True,17.619148,1916831,178.0,1
US Forest Service - Modoc National Forest,Modoc,52.0,-120.61108,41.50105,Unknown,False,12.771999,8651,174.0,1
CAL FIRE San Benito-Monterey,San Benito,278.0,-121.0454,36.65351,Unknown,True,17.157005,64753,177.0,1
Inyo National Forest Service ,Inyo,2883.0,-118.21881,36.6734,Unknown,False,17.191265,18829,180.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,31.0,-122.23449,40.62693,Unknown,True,19.70792,181852,180.0,1
CAL FIRE Santa Clara Unit,Contra Costa,56.0,-121.85311,37.79718,Unknown,True,15.608033,1162648,180.0,1
CAL FIRE Santa Clara Unit,Alameda,480.0,-121.60646,37.75646,Unknown,True,16.833971,1663823,180.0,1
San Bernardino National Forest ,San Bernardino,100.0,-117.40967,34.22526,Unknown,False,19.970358,2180563,182.0,1
CAL FIRE Madera-Mariposa-Merced ,Madera,11.0,-119.80414,37.19817,Unknown,True,18.540567,157243,179.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,80.0,-122.59789,39.06715,Wildfire,True,17.320463,68024,179.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,856.0,-121.93908,40.33682,Unknown,True,17.259762,65484,179.0,1
CAL FIRE San Benito-Monterey,San Benito,116.0,-120.82355,36.59036,Unknown,True,20.107777,64753,176.0,1
CAL FIRE Lassen-Modoc Unit,Lassen,14.0,-120.02137,39.99309,Unknown,True,13.318703,31873,174.0,1
CAL FIRE Siskiyou Unit,Siskiyou,224.0,-122.47293,41.70877,Unknown,True,14.733567,44049,173.0,1
CAL FIRE Lassen-Modoc Unit,Lassen,56.0,-121.21597,40.95234,Unknown,True,13.693771,31873,173.0,1
CAL FIRE Humboldt-Del Norte Unit,Humboldt,16.0,-123.85404,41.34453,Unknown,True,12.464432,136132,173.0,1
CAL FIRE Lassen-Modoc Unit,Lassen,32.0,-121.05722,41.08583,Unknown,True,12.244361,31873,173.0,1
CAL FIRE Lassen-Modoc Unit,Lassen,89.0,-121.27049,40.94666,Unknown,True,13.151937,31873,173.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,50.0,-122.11375,40.27754,Unknown,True,18.075062,65484,173.0,1
Hoopa Valley Tribe ,Humboldt,3674.0,-123.688056,41.07944,Unknown,False,14.57747,136132,141.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,14.0,-120.97339,35.70086,Unknown,True,18.167171,281712,171.0,1
CAL FIRE San Diego County Fire Authority,San Diego,28.0,-116.8663,32.557566,Unknown,True,18.572336,3289701,171.0,1
CAL FIRE Siskiyou Unit,Siskiyou,10.0,-122.37985,41.632373,Unknown,True,14.198556,44049,171.0,1
Santa Barbara County Fire,Santa Barbara,77.0,-120.31805556,34.54305556,Unknown,True,16.184624,445213,170.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Yolo,822.0,-121.99388889,38.59694444,Unknown,True,19.177258,217141,170.0,1
CAL FIRE Butte Unit,Butte,43.0,-121.43131,39.57202,Unknown,True,17.952621,213605,169.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,40.0,-119.97546,37.28365,Unknown,True,18.32071,17130,169.0,1
CAL FIRE San Diego Unit,San Diego,13.0,-116.78928,33.04898,Unknown,True,18.130917,3289701,168.0,1
Unified Command: CAL FIRE/Riverside County Fire Department and Corona City Fire ,Riverside,282.0,-117.607577,33.836101,Unknown,True,20.132397,2429487,169.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,63.0,-122.649626,40.741186,Unknown,True,14.3602295,181852,168.0,1
Santa Barbara County Fire,Santa Barbara,110.0,-120.22298,34.62412,Unknown,True,16.9067,445213,168.0,1
CAL FIRE Lake-Napa Unit,Lake,50.0,-122.86854,38.91152,Wildfire,True,15.097989,68024,167.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,30.0,-120.95157,35.68539,Unknown,True,18.036165,281712,167.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,37.0,-120.71907,35.64917,Unknown,True,16.528084,281712,167.0,1
Unified Command: CAL FIRE Santa Clara Unit and Milpitas Fire Department,Santa Clara,320.0,-121.88807,37.449425,Unknown,True,15.961597,1916831,166.0,1
CAL FIRE Mendocino Unit,Mendocino,67.0,-123.258319,39.279833,Unknown,True,14.33183,91145,167.0,1
Sequoia Kings National Park,Tulare,34.0,-118.70443,36.42638,Unknown,False,11.164701,473446,169.0,1
"Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service and NPS Whiskeytown National Recreation Area","Shasta, Trinity",229651.0,-122.62357,40.65428,Wildfire,True,17.151245,197741,38.0,8
Los Angeles County Fire Department ,Los Angeles,128.0,-118.60441,34.38039,Unknown,True,19.285278,9936690,165.0,1
CAL FIRE Riverside County Fire,Riverside,40.0,-116.154398,33.56921,Unknown,True,26.455446,2429487,165.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,36.0,-122.97222,38.981389,Unknown,True,13.130485,68024,124.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,51.0,-121.90215,40.824,Unknown,True,15.566697,181852,164.0,1
CAL FIRE Lassen-Modoc Unit / Lassen National Forest,Lassen,167.0,-120.82497,40.34822,Unknown,True,10.6328335,31873,164.0,1
CAL FIRE Santa Clara Unit,Santa Clara,20.0,-121.600023,37.07793,Unknown,True,16.401161,1916831,163.0,1
Unified Command: CAL FIRE Santa Clara Unit & East Contra Costa Fire,Contra Costa,247.0,-121.85847,37.89612,Wildfire,True,16.107716,1162648,163.0,1
CAL FIRE San Benito-Monterey Unit,San Benito,39.0,-121.40604,36.796,Unknown,True,14.476674,64753,163.0,1
CAL FIRE Santa Clara Unit,Alameda,34.0,-121.55604,37.71173,Unknown,True,17.913662,1663823,163.0,1
CAL FIRE Mendocino Unit,Mendocino,106.0,-123.0496,38.8802,Unknown,True,15.849987,91145,156.0,1
Unified Command: CAL FIRE San Diego County Fire Authority and San Diego County Fire ,San Diego,365.0,-116.91845,33.07892,Unknown,True,18.322063,3289701,161.0,1
Bureau of Indian Affairs - CAL FIRE / Riverside County Fire,Riverside,205.0,-116.500058,33.571763,Unknown,True,15.617924,2429487,162.0,1
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,136.0,-120.46078,38.08424,Unknown,True,16.091295,45674,152.0,1
CAL FIRE Madera-Mariposa-Merced ,Mariposa,22.0,-120.0545,37.69965,Wildfire,True,14.952285,17130,153.0,1
CAL FIRE Santa Clara Unit,Alameda,30.0,-121.79733,37.533026,Unknown,True,15.241066,1663823,153.0,1
Kern County Fire Department,Kern,3156.0,-118.83556,35.37444,Unknown,True,20.166903,906883,154.0,1
USFS Mendocino National Forest ,"Colusa, Mendocino, Glenn, Lake",410203.0,-123.103367,39.243283,Wildfire,True,14.042959,209637,161.0,1
CAL FIRE Tulare Unit,Tulare,100.0,-118.82989,36.21634,Unknown,True,18.733137,473446,161.0,1
Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,"Colusa, Lake, Mendocino",48920.0,-123.11971,39.04786,Wildfire,True,14.733357,180980,161.0,1
Kern County Fire Department,Kern,993.0,-118.817934,35.387408,Unknown,True,20.19168,906883,161.0,1
Unified Command: CAL FIRE and USFS Lassen National Forest,Lassen,18703.0,-120.868091,40.633536,Unknown,True,6.3985853,31873,161.0,1
Stanislaus National Forest,Tuolumne,36450.0,-119.929,38.349,Unknown,False,11.315034,54993,156.0,1
Inyo National Forest,Inyo,338.0,-118.970443,37.735461,Unknown,False,7.71629,18829,157.0,1
CAL FIRE Riverside Coounty,Riverside,30.0,-117.43521,33.85852,Unknown,True,20.182846,2429487,160.0,1
CAL FIRE San Diego Fire Authority,San Diego,207.0,-117.24044,33.41476,Unknown,True,19.909391,3289701,160.0,1
Sutter County Fire Protection District,Sutter,1200.0,-121.792885,39.186144,Unknown,False,18.005875,99101,157.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Napa,135.0,-122.18353,38.51943,Wildfire,True,16.46806,137384,160.0,1
USFS Mendocino National Forest,Mendocino,972.0,-123.08489,39.82877,Unknown,False,14.49521,91145,157.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,35.0,-121.6002,40.95673,Unknown,True,12.594191,181852,159.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,51.0,-120.64398,35.30151,Unknown,True,14.137877,281712,110.0,1
CAL FIRE San Diego Unit,San Diego,14.0,-116.77154,33.05737,Unknown,True,17.537569,3289701,151.0,1
CAL FIRE Amador - El Dorado Unit,El Dorado,67.0,-120.874167,38.645,Unknown,True,15.0889435,191713,156.0,1
CAL FIRE Amador - El Dorado Unit,El Dorado,66.0,-121.03918,38.82128,Wildfire,True,16.383326,191713,156.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Placer,695.0,-121.451307,38.82426,Unknown,True,17.550743,406608,156.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,2225.0,-120.343056,35.847778,Unknown,True,17.35643,437609,151.0,1
Cleveland National Forest,Orange,23136.0,-117.52055,33.69888,Wildfire,False,16.140306,3175227,151.0,1
CAL FIRE/Riverside County Fire Department,Riverside,35.0,-117.460278,33.759722,Unknown,True,20.718042,2429487,151.0,1
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,290.0,-120.872244,38.061298,Unknown,True,16.75494,45674,151.0,1
USFS Plumas National Forest ,Plumas,117.0,-121.27,39.996944,Unknown,False,13.637711,19650,150.0,1
Kings County Fire Department,Kings,2995.0,-119.98329,35.97896,Unknown,False,20.050396,152515,151.0,1
Marin County Fire,Marin,45.0,-122.76751,38.07135,Unknown,False,13.17288,260485,17901.0,1
Kern County Fire ,Kern,114.0,-118.80138889,35.56888889,Unknown,True,15.678954,906883,141.0,1
USFS Shasta-Trinity National Forest,Shasta,46150.0,-122.219,40.896,Unknown,False,15.669958,181852,148.0,1
CAL FIRE / Riverside County Fire,Riverside,23.0,-117.066643,33.946896,Unknown,True,17.578865,2429487,135.0,1
CAL FIRE San Diego Unit,San Diego,250.0,-116.902985,33.076239,Unknown,True,17.570724,3289701,148.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,1900.0,-121.52225,40.99344,Unknown,True,11.343633,181852,148.0,1
CAL FIRE Sonoma-Lake Napa Unit,Napa,10.0,-122.26389,38.27229,Unknown,True,15.086397,137384,148.0,1
Contra Costa County Fire,Contra Costa,30.0,-122.14097,37.99618,Unknown,False,13.980909,1162648,140.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Napa,2490.0,-122.44468,38.69601,Unknown,True,15.23205,137384,118.0,1
"Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Fire",Solano,2162.0,-122.043747,38.431278,Unknown,True,17.252333,450995,147.0,1
Kern County Fire ,Kern,34.0,-118.51651,35.17156,Unknown,True,12.94769,906883,140.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,16.0,-121.07039,39.10494,Unknown,True,15.187577,102322,145.0,1
 San Diego Fire-Rescue Department,San Diego,100.0,-117.0242529,33.0971179,Unknown,False,17.784725,3289701,144.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,700.0,-120.82226,36.00912,Unknown,True,17.017567,437609,146.0,1
CAL FIRE Tulare Unit,Tulare,496.0,-118.7393,35.79012,Unknown,True,15.619387,473446,142.0,1
Modoc National Forest,Modoc,39387.0,-121.04386,41.38544,Unknown,False,9.574394,8651,142.0,1
CAL FIRE Santa Clara Unit,Alameda,48.0,-122.02805,37.69926,Unknown,True,13.717958,1663823,131.0,1
USFS Sequoia National Forest,Kern,367.0,-118.6525,35.51777778,Unknown,False,13.852395,906883,139.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,155.0,-122.89055556,40.36888889,Unknown,True,13.792351,181852,138.0,1
USFS Los Padres National Forest,Santa Barbara,1014.0,-120.09222222,35.11416667,Unknown,False,16.789251,445213,138.0,1
CAL FIRE/Riverside County Fire Department,Riverside,10.0,-117.171731,33.627006,Unknown,True,17.27321,2429487,138.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Madera,289.0,-120.002619,37.197039,Unknown,True,15.883759,157243,134.0,1
CAL FIRE / Riverside County Fire,Riverside,32.0,-117.20534,33.97902,Unknown,True,16.843319,2429487,132.0,1
USFS Sierra National Forest ,Madera,88.0,-119.431667,37.179167,Unknown,False,13.504276,157243,130.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,103.0,-122.57496,39.02017,Unknown,True,15.020381,68024,131.0,1
CAL FIRE / Riverside County Fire,Riverside,36.0,-117.085354,33.640051,Unknown,True,16.999437,2429487,130.0,1
Angeles National Forest,Los Angeles,166.0,-117.846111,34.2325,Unknown,False,16.088078,9936690,117.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,60.0,-122.3625,38.8275,Unknown,True,14.63178,68024,127.0,1
Los Padres National Forest,Santa Barbara,172.0,-119.61416,34.576944,Unknown,False,16.173544,445213,125.0,1
Modoc National Forest,Modoc,15.0,-120.72362,41.52123,Unknown,False,6.8515835,8651,124.0,1
San Bernardino National Forest/San Bernardino County Fire,San Bernardino,125.0,-117.244366,34.15475,Unknown,False,17.666395,2180563,126.0,1
USFS Shasta-Trinity National Forest,"Shasta, Trinity",63311.0,-122.43,40.9425,Wildfire,True,16.136286,197741,121.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,24.0,-122.85276,38.91842,Unknown,True,12.915261,68024,123.0,1
Tahoe National Forest,Placer,1120.0,-120.658333,39.268611,Unknown,False,9.034487,406608,123.0,1
CAL FIRE Amador-El Dorado Unit,El Dorado,150.0,-120.92611,38.94388,Unknown,True,12.824948,191713,122.0,1
Shasta Lake Fire Protection District,Shasta,13.0,-122.400556,40.678889,Unknown,False,15.264043,181852,122.0,1
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,573.0,-120.61746,37.83388,Unknown,True,14.382384,54993,118.0,1
Shasta-Trinity National Forest,Trinity,1751.0,-123.52019,40.616251,Unknown,False,9.239385,15889,122.0,1
Humboldt-Toiyabe National Forest,Mono,6974.0,-119.45186,38.347395,Unknown,False,4.9922233,13219,122.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,411.0,-121.1563,36.35502,Unknown,True,16.169264,437609,113.0,1
Marin County Fire,Marin,152.0,-122.727,38.02447,Unknown,True,12.278345,260485,116.0,1
Kern County Fire,Kern,200.0,-118.92485,34.91482,Unknown,True,14.661685,906883,114.0,1
Soboba Fire Department,Riverside,25.0,-116.93188,33.80406,Unknown,False,16.359474,2429487,112.0,1
"CAL FIRE Amador, El Dorado Unit",El Dorado,12.0,-120.65672,38.7448,Wildfire,True,12.776533,191713,106.0,1
US Forest Service - Angeles National Forest,Los Angeles,3380.0,-118.60858,34.48229,Unknown,False,16.650091,9936690,104.0,1
CAL FIRE Madera Mariposa Merced Unit,Madera,360.0,-119.68912,37.38789,Unknown,True,12.147377,157243,104.0,1
CAL FIRE Lassen-Modoc Unit,Lassen,53.0,-120.93005,40.33642,Unknown,True,5.6018133,31873,104.0,1
Lassen National Forest,Tehama,261.0,-121.43025,40.34256,Unknown,False,3.610377,65484,98.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,76.0,-122.17173,40.5939,Unknown,True,12.906317,181852,98.0,1
CAL FIRE Santa Clara Unit,Santa Clara,30.0,-121.75815,37.33563,Unknown,True,13.036832,1916831,103.0,1
CAL FIRE Butte Unit,Butte,33.0,-121.62168,39.84151,Unknown,True,11.961009,213605,102.0,1
San Bernardino National Forest,San Bernardino,53.0,-117.42431,34.24138,Unknown,False,13.532264,2180563,100.0,1
Fort Hunter Liggett Military Reservation,Monterey,150.0,-121.24898,35.97677,Unknown,False,13.755789,437609,94.0,1
Sierra National Forest,Fresno,32.0,-119.3127769,36.938674,Unknown,False,11.73592,1008280,94.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,3889.0,-122.18,40.22027778,Unknown,True,12.318551,65484,89.0,1
CAL FIRE Santa Clara Unit/San Jose City Fire & South Santa Clara County FPD,Santa Clara,63.0,-121.68694444,37.1769444,Unknown,False,13.735722,1916831,89.0,1
CAL FIRE Siskiyou Unit,Siskiyou,15.0,-122.43933,41.94046,Unknown,True,6.3736506,44049,86.0,1
Solano County Fire Protection District,Solano,160.0,-121.94658,38.45673,Unknown,False,12.92648,450995,84.0,1
CAL FIRE San Benito - Monterey Unit,Monterey,167.0,-120.69955,36.18401,Unknown,True,11.932336,437609,83.0,1
CAL FIRE Shasta - Trinity Unit,Shasta,12.0,-122.51597,40.49618,Unknown,True,12.422014,181852,82.0,1
Redding City Fire,Shasta,38.0,-122.38366,40.60866,Unknown,False,12.087468,181852,82.0,1
CAL FIRE Butte Unit,Butte,10.0,-121.54103,39.93427,Unknown,True,8.21285,213605,81.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,58.0,-120.48861,35.17693,Unknown,True,13.970705,281712,77.0,1
CAL FIRE Tulare Unit,Tulare,120.0,-119.10433,36.47766,Unknown,True,11.094078,473446,72.0,1
CAL FIRE Butte Unit/Butte County Fire Department,Butte,550.0,-121.51707,39.36529,Unknown,True,10.280765,213605,66.0,1
CAL FIRE San Mateo - Santa Cruz Unit,Santa Cruz,17.0,-122.046,37.0125,Unknown,True,11.830104,268571,62.0,1
CAL FIRE Mendocino Unit,Mendocino,35.0,-123.28774,39.62194,Unknown,True,6.8343997,91145,57.0,1
"Unified Command: CAL FIRE, Butte County Sheriff Department, Paradise Police Department, USFS",Butte,153336.0,-121.4347,39.8134,Wildfire,True,15.75865,213605,17.0,11
CAL FIRE Tehama - Glenn Unit,Tehama,60.0,-122.308479,40.346652,Unknown,True,9.658109,65484,60.0,1
CAL FIRE Lassen - Modoc Unit,Lassen,88.0,-120.19336,40.83116,Unknown,False,-1.0327531,31873,57.0,1
Suisun City Fire Protection District,Solano,1500.0,-121.9424,38.21396,Unknown,False,10.161868,450995,57.0,1
"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept",Ventura,4381.0,-118.93444,34.22685,Wildfire,True,17.857805,842009,57.0,1
Ventura County Fire Dept. and Los Angeles County Fire Dept.,"Los Angeles, Ventura",96949.0,-118.70128,34.235,Wildfire,True,17.258448,10778699,57.0,1
CAL FIRE Humbolt-Del Norte Unit,Humboldt,30.0,-123.67555556,40.61805556,Unknown,True,3.5576944,136132,14.0,1
CAL FIRE Butte Unit,Butte,0.0,-121.77385,39.71217,Flood,True,13.916341,213605,36.0,1
CAL FIRE Santa Clara Unit,Contra Costa,20.0,-121.7944,37.81111,Unknown,True,6.5961194,1162648,50.0,1
CAL FIRE Humboldt - Del Norte Unit,Humboldt,10.0,-124.001849,40.888785,Unknown,True,8.856432,136132,53.0,1
Rialto Fire Department,San Bernardino,147.0,-117.43184,34.18075,Unknown,False,11.675782,2180563,52.0,1
CAL FIRE Santa Clara Unit,Alameda,20.0,-121.94182,37.61158,Unknown,True,9.212657,1663823,51.0,1
Ventura County Fire Department,Ventura,150.0,-119.09916667,34.30166667,Unknown,True,12.54757,842009,50.0,1
Ventura County Fire Department,Ventura,186.0,-118.64381589,34.26734825,Wildfire,True,16.69882,842009,53.0,1
CAL FIRE San Mateo-Santa Cruz Unit,Santa Cruz,10.0,-122.12036,37.12857,Unknown,True,11.047916,268571,49.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,80.0,-121.32399,39.24678,Unknown,True,23.893778,81705,0.0,6
Fresno-Kings County,Kings,161.0,-120.09715,35.81778,Unknown,True,20.947834,152515,57.0,6
CAL FIRE / Butte County Fire,Butte,10.0,-121.957,39.83958,Unknown,True,18.402538,213605,8.0,5
Kern County Fire Department,Kern,115.0,-118.92545,35.65189,Unknown,False,19.238073,906883,8.0,5
CAL FIRE Butte Unit,Butte,50.0,-121.905,39.85484,Unknown,True,18.368345,213605,7.0,5
Kern County Fire,Kern,172.0,-119.19454,35.03855,Unknown,True,20.823402,906883,5.0,5
Kern County Fire and the US Fish and Wildlife Service,Kern,2500.0,-119.62762,35.72057,Unknown,False,20.230778,906883,2.0,5
US Forest Service - Tahoe National Forest,Placer,65.0,-120.76088,39.11536,Unknown,False,9.235388,406608,14.0,5
CAL FIRE/San Diego County Fire,San Diego,22.0,-116.8663,32.557566,Unknown,True,14.324476,3289701,6.0,5
CAL FIRE/Riverside County Fire Department,Riverside,130.0,-116.172534,33.650237,Unknown,True,21.35619,2429487,6.0,5
CAL FIRE Tehama-Glenn Unit,Tehama,63.0,-122.30737,39.98097,Unknown,True,15.5585,65484,4.0,5
CAL FIRE / Riverside County Fire,Riverside,26.0,-117.18194,33.81678,Unknown,True,12.7455,2429487,4.0,5
CAL FIRE San Luis Obispo Unit,San Luis Obispo,835.0,-119.96498,35.30759,Unknown,True,19.435015,281712,5.0,6
CAL FIRE / Fresno County Fire,Fresno,121.0,-119.3046,36.66909,Unknown,True,23.096687,1008280,7.0,6
CAL FIRE/ Riverside County Fire,Riverside,45.0,-114.57265,33.69078,Unknown,True,28.9335,2429487,4.0,6
CAL FIRE Santa Clara Unit,Santa Clara,144.0,-121.22093,37.45899,Unknown,True,25.231474,1916831,12.0,6
Bureau of Indian Affairs,Riverside,55.0,-116.1466,33.57039,Unknown,False,32.33932,2429487,26.0,6
CAL FIRE Tulare Unit,Tulare,155.0,-119.10974,36.28001,Unknown,True,26.033995,473446,10.0,6
CAL FIRE Tulare Unit,Tulare,257.0,-118.99229,36.18479,Unknown,True,25.488832,473446,9.0,6
CAL FIRE Tulare Unit,Tulare,33.0,-118.85712,36.23012,Unknown,True,21.54596,473446,1.0,6
CAL FIRE Tulare Unit,Tulare,25.0,-118.80582,36.14246,Unknown,True,24.710611,473446,8.0,6
CAL FIRE San Luis Obispo Unit,San Luis Obispo,1075.0,-119.913717,35.343761,Unknown,True,17.621603,281712,6.0,6
CAL FIRE Santa Clara Unit,Contra Costa,23.0,-121.9763,38.02503,Unknown,True,23.69064,1162648,5.0,6
City of Fairfield,Solano,24.0,-122.12214,38.21416,Unknown,False,21.558804,450995,10.0,6
CAL FIRE Nevada-Yuba-Placer Unit ,Placer,27.0,-121.39259,38.75263,Unknown,True,24.897417,406608,4.0,6
CAL FIRE Santa Clara Unit,Stanislaus,581.0,-121.09375,37.25988,Unknown,True,19.081987,552063,4.0,6
City of Marysville,Yuba,70.0,-121.56363,39.15641,Unknown,False,25.640167,81705,9.0,6
CAL FIRE Sonoma-Lake-Napa Unit,Yolo,2220.0,-122.23922,38.88978,Unknown,True,19.906452,217141,9.0,6
CAL FIRE Sonoma-Lake-Napa Unit,Napa,50.0,-122.47282,38.63047,Unknown,True,23.146126,137384,9.0,6
Sutter County Fire Department,Sutter,1350.0,-121.85906,39.28926,Unknown,False,27.439917,99101,9.0,6
CAL FIRE San Luis Obispo County ,San Luis Obispo,1763.0,-120.41128,35.66318,Unknown,True,17.140442,281712,12.0,6
CAL FIRE Santa Clara Unit,Santa Clara,210.0,-121.70768,37.21638,Unknown,True,25.49764,1916831,2.0,6
CAL FIRE Santa Clara Unit,Santa Clara,35.0,-121.84082,37.44422,Unknown,True,21.200531,1916831,7.0,6
CAL FIRE San Benito - Monterey Unit,Monterey,43.0,-120.88241,35.97059,Unknown,True,24.136389,437609,5.0,6
CAL FIRE Tulare Unit ,Tulare,47.0,-118.94106,35.89593,Unknown,True,31.01275,473446,1.0,6
CAL FIRE San Luis Obispo Unit,San Luis Obispo,120.0,-120.11738,35.57376,Unknown,True,29.022085,281712,1.0,6
CAL FIRE / San Diego County Fire,San Diego,15.0,-116.97772,33.30267,Unknown,True,19.378777,3289701,14.0,6
CAL FIRE Chico Butte Unit,Butte,17.0,-121.73659,39.76242,Unknown,True,25.896833,213605,9.0,6
CAL FIRE Siskiyou,Siskiyou,17.0,-122.35962,41.64895,Unknown,True,22.283041,44049,3.0,6
CAL FIRE Siskiyou Unit,Siskiyou,10.0,-122.40157,41.94622,Wildfire,True,18.449654,44049,5.0,6
Camp Pendleton,San Diego,120.0,-117.29665,33.39684,Unknown,True,18.333916,3289701,1.0,6
USFS Klamath National Forest,Siskiyou,207.0,-121.85906,39.28926,Unknown,False,28.433615,44049,7.0,6
CAL FIRE/Riverside County Fire Department,Riverside,500.0,-117.103765,33.919507,Unknown,True,18.908375,2429487,3.0,6
Alameda County Fire,Alameda,30.0,-121.57382,37.75427,Unknown,False,23.74356,1663823,3.0,6
CAL FIRE Tehama - Glenn Unit,Tehama,46.0,-122.48277,39.97083,Unknown,True,27.824362,65484,2.0,6
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,80.0,-121.32399,39.24678,Unknown,True,24.971731,81705,0.0,6
CAL FIRE ,Stanislaus,2420.0,-121.28312,37.46577,Unknown,True,18.311356,552063,2.0,6
CAL FIRE San Benito-Monterey Unit,Monterey,2546.0,-120.94771,36.28426,Unknown,True,17.891502,437609,1.0,6
CAL FIRE Shasta-Trinity Unit,Shasta,90.0,-122.66779,40.41404,Unknown,True,22.940165,181852,0.0,6
CAL FIRE Santa Clara Unit,Santa Clara,17.0,-121.534827,37.494136,Unknown,True,19.019585,1916831,1.0,6
CAL FIRE Nevada-Yuba-Placer Unit,Placer,148.0,-121.39419,38.73817,Unknown,True,21.24796,406608,1.0,6
CAL FIRE/Riverside County Fire Department,Riverside,20.0,-117.15738,33.80493,Unknown,True,24.294022,2429487,0.0,6
CAL FIRE Nevada-Yuba-Placer Unit ,Nevada,2.0,-121.00055556,39.40972222,Unknown,True,19.696472,102322,0.0,6
CAL FIRE San Diego County Fire Unit,San Diego,28.0,-116.91416667,32.62305556,Unknown,True,20.786919,3289701,1.0,6
CAL FIRE / Riverside County Fire,Riverside,214.0,-116.980528,33.911,Unknown,True,24.407778,2429487,1.0,6
CAL FIRE Madera- Mariposa- Merced Unit ,Merced,210.0,-120.242411,37.312877,Wildfire,True,25.247042,282290,3.0,7
CAL FIRE Butte County Fire Unit ,Butte,12.0,-121.23431,39.32889,Unknown,True,19.90946,213605,0.0,6
San Jose Fire,Santa Clara,74.0,-121.694968,37.18904,Wildfire,False,20.32813,1916831,0.0,7
CAL FIRE Santa Clara Unit,San Joaquin,283.0,-121.538382,37.63206,Wildfire,True,23.481848,779445,2.0,7
CAL FIRE Santa Clara Unit,Alameda,25.0,-121.3697,37.469,Wildfire,True,24.405502,1663823,0.0,7
CAL FIRE Santa Clara Unit,Contra Costa,24.0,-122.16201,37.99837,Wildfire,True,16.29123,1162648,0.0,7
CAL FIRE Shasta-Trinity Unit,Shasta,30.0,-122.767256,40.41741,Wildfire,True,26.01227,181852,1.0,7
Susanville Bureau of Land Management,Lassen,263.0,-120.392768,40.679318,Wildfire,False,20.827833,31873,1.0,7
CAL FIRE San Luis Obispo Unit,San Luis Obispo,1010.0,-120.2691666,35.6311111,Wildfire,True,16.962353,281712,1.0,7
CAL FIRE San Benito-Monterey Unit,Monterey,190.0,-120.8092,35.95191,Wildfire,True,22.134623,437609,1.0,7
